temperature,pressure,wind_speed,wind_direction,Power generated by system | (kW)
8.865,0.984403,3.065,282,0
8.929,0.984179,3.64,279,619.554
7.883,0.984165,5.108,276,4539.13
7.039,0.984217,6.336,297,11332.7
6.617,0.984368,8.154,332,24669.2
6.068,0.984735,8.009,339,23674.2
5.186,0.984998,8.013,346,24424.1
4.188,0.985096,7.751,351,22297.1
2.775,0.98488,8.493,360,29255.8
1.532,0.984817,8.384,4,28407.1
0.769,0.98498,8.13,4,26045.7
0.342,0.985151,8.097,5,25786.9
-0.519,0.985224,7.44,4,20147
-1.065,0.985279,6.959,5,16099.2
-1.139,0.985568,6.896,5,15570.7
-1.294,0.985714,6.875,5,15402.6
-1.804,0.985996,7,4,16488.5
-0.569,0.986329,6.152,2,10730.1
2.231,0.986768,4.469,357,2666.99
4.161,0.98703,5.606,354,7368.73
5.076,0.986994,6.474,347,12080.8
5.7,0.987015,6.873,339,14451.7
6.276,0.986988,7.322,333,17865.1
6.672,0.986988,7.756,334,21310.8
6.584,0.987033,7.679,338,20906.7
5.973,0.987088,7.643,341,20904.3
4.125,0.987415,8.054,345,24898
1.93,0.987741,8.779,354,32614.3
0.958,0.988114,9.962,358,45096.8
-0.687,0.98854,9.364,5,38602.1
-1.394,0.988896,8.127,7,26368
-1.999,0.988997,7.751,18,22459.3
-2.38,0.989021,6.603,29,12735.8
-2.556,0.989157,6.479,33,12227.6
-2.481,0.98925,6.54,32,12498.7
-2.699,0.989353,5.334,38,5969.98
-2.958,0.989127,5.29,33,5651.92
-3.156,0.988822,4.938,22,4129.45
-3.314,0.988935,2.798,45,0
-3.404,0.988771,2.18,48,0
-3.641,0.988676,1.292,100,0
-2.827,0.98854,1.308,146,0
-0.958,0.988438,0.936,174,0
1.1,0.988077,1.073,193,0
2.99,0.987414,1.35,206,0
4.75,0.986798,1.51,209,0
6.324,0.986199,1.802,215,0
7.596,0.985715,2.472,218,0
8.344,0.985089,2.904,222,0
8.26,0.984451,3.464,214,0
4.901,0.984034,4.323,209,2102.66
2.764,0.983866,6.844,209,14130.6
1.473,0.983695,7.79,208,21891
0.873,0.983546,8.119,210,24899.1
0.306,0.983366,7.764,215,22247.1
-0.106,0.98318,8.194,218,26481.1
-0.327,0.982775,8.724,218,31767.2
-0.399,0.982624,8.465,218,29068.3
-0.303,0.982485,8.71,217,31504.8
-0.203,0.9825,8.847,220,33275
-0.498,0.982358,9.137,220,36350.1
-0.741,0.982135,9.125,221,36293.1
-0.83,0.982029,7.883,222,23713.5
-0.832,0.981902,7.484,220,20384.5
-1.035,0.981669,7.451,222,20152.5
1.118,0.981471,6.806,221,14547.4
4.026,0.981208,4.233,219,1969.69
6.256,0.980753,2.701,214,0
8.665,0.979768,3.206,219,0
10.742,0.979209,4.286,224,2072.51
12.157,0.978696,5.156,235,4876.56
12.914,0.978272,6.055,234,9424.15
13.181,0.97779,6.233,236,10555.4
12.011,0.977495,6.269,234,10769.5
10.319,0.977632,7.424,238,18979.1
9.309,0.977843,8.373,244,27237.9
8.624,0.977803,7.4,246,18953.6
8.391,0.9779,7.888,247,22869.9
7.862,0.977909,7.786,255,21879.3
7.585,0.977694,7.454,296,19467.8
5.997,0.977712,8.605,352,29922.7
4.236,0.977955,9.714,347,41144.4
2.607,0.97837,8.588,358,30033.1
1.511,0.978691,9.253,357,36924.9
0.301,0.978879,10.16,353,47156.5
-0.865,0.97924,9.149,347,36443.4
-2.017,0.979912,7.991,342,24389.3
-2.784,0.980364,7.482,341,20121.3
-3.169,0.980586,6.841,332,14377.9
-3.01,0.981046,6.584,329,12642.8
-2.167,0.981399,7.269,328,18118.4
-1.241,0.981801,7.634,326,21260.5
-0.601,0.981858,8.252,316,27279.8
-0.236,0.982007,8.629,312,30883.5
0.358,0.981967,8.805,304,32689
0.591,0.982064,9.935,300,44346.8
0.267,0.982451,11.144,300,56257.9
-0.767,0.983164,11.175,305,56736.9
-1.915,0.983954,9.44,307,39188
-3.123,0.984719,11.334,307,58369.7
-4.082,0.985441,9.428,309,39483.8
-4.619,0.985918,9.626,318,41796.2
-5.042,0.986477,8.025,323,25332.5
-5.396,0.986872,6.956,323,16138.1
-5.769,0.986927,6.761,337,14083.2
-6.125,0.987295,6.35,338,11727.8
-6.408,0.98778,5.478,345,6769.95
-6.739,0.988168,4.593,351,3140.3
-7.042,0.988467,3.87,351,1203.79
-7.26,0.988609,2.712,356,0
-7.442,0.988915,1.891,1,0
-7.631,0.989219,0.813,341,0
-7.804,0.989489,0.778,248,0
-7.193,0.989708,1.169,222,0
-5.715,0.989938,1.827,195,0
-4.272,0.989751,2.44,200,0
-2.669,0.989079,2.927,206,0
-1.01,0.988384,3.431,215,0
0.425,0.987821,3.946,219,1325.69
1.677,0.987209,4.446,220,2608.45
2.495,0.986567,4.836,220,3826.92
2.599,0.986014,5.441,220,6337.98
-0.541,0.985662,6.296,215,11362.7
-2.437,0.985587,7.816,218,23178.7
-1.545,0.985689,8.693,223,31882
-1.643,0.985845,8.762,229,32636.3
-1.996,0.985891,8.674,232,31604.2
-2.412,0.985772,8.825,228,33470.3
-2.334,0.985378,8.895,225,34275.1
-2.496,0.985277,8.547,221,30299
-2.505,0.985241,8.692,223,31969.1
-2.501,0.985279,7.944,229,24490.4
-2.462,0.985165,7.219,236,18275.6
-3.119,0.98503,7.098,242,17300.5
-3.877,0.985112,6.893,248,15618.6
-4.232,0.985193,7.082,254,17171.6
-4.381,0.985397,7.588,266,20655.7
-2.053,0.985641,7.445,277,19466.3
0.37,0.98581,4.882,298,4000.34
1.578,0.985829,3.886,307,1179.52
3.006,0.985648,4.313,316,2222.11
3.954,0.985493,5.255,310,5494.56
4.267,0.985512,6.56,302,12598.9
4.164,0.985512,7.04,299,16366.9
4.029,0.985467,7.359,296,19078.8
3.268,0.985467,7.868,295,23298.6
1.202,0.985639,8.953,303,34363.2
-1.035,0.986267,10.741,316,53621.5
-2.623,0.987001,10.972,327,55246.7
-3.99,0.98767,10.623,336,51633.1
-5.067,0.988189,9.713,343,42568
-5.939,0.988512,9.72,351,43368.9
-6.668,0.988597,9.185,355,37932.8
-7.145,0.988811,8.518,359,30714.4
-7.717,0.989172,7.751,2,23334.1
-8.037,0.989377,6.653,4,14001.1
-8.237,0.989321,6.47,9,12727.9
-8.443,0.989263,5.47,13,6819.52
-8.626,0.989304,5.551,19,7124.73
-8.835,0.98916,4.898,18,4160.43
-9.06,0.989064,4.597,22,3049.66
-8.677,0.988974,4.428,31,2550.07
-7.622,0.988808,4.152,43,1842.88
-6.177,0.988291,3.56,42,0
-4.447,0.987519,2.565,61,0
-2.846,0.986844,2.27,92,0
-1.512,0.986131,1.726,113,0
-0.205,0.985292,1.356,131,0
0.69,0.984699,0.911,152,0
0.795,0.983998,0.566,144,0
-0.099,0.983758,0.357,20,0
-0.507,0.983513,1.296,26,0
-0.491,0.983211,1.254,54,0
-0.384,0.982703,2.227,98,0
-0.682,0.982016,4.135,111,1731.91
-0.08,0.981515,5.942,130,9194.48
0.167,0.980619,6.728,133,13983.2
0.27,0.980267,7.03,149,15871.9
-0.713,0.980103,6.243,163,11093.9
-1.214,0.979564,3.357,142,0
-0.546,0.978739,4.654,121,3180.38
0.097,0.978291,4.933,127,4157.03
0.675,0.977678,4.212,123,1910.85
0.474,0.977053,5.165,120,5119.35
0.531,0.976224,6.081,120,10019.2
0.63,0.975694,6.324,123,11431.9
0.88,0.975544,6.286,123,11259.3
1.404,0.975236,5.934,125,9020.14
1.732,0.974701,5.363,127,5913.53
2.24,0.974084,3.761,120,899.747
2.674,0.973572,2.707,113,0
2.973,0.972798,2.636,100,0
3.133,0.972298,1.925,96,0
2.952,0.971709,2.292,78,0
2.224,0.971933,2.464,114,0
2.057,0.971658,1.967,87,0
2.148,0.97166,2.521,83,0
2.198,0.971481,2.25,48,0
2.035,0.971958,1.94,27,0
1.932,0.971971,2.555,20,0
1.919,0.971624,2.931,24,0
2.077,0.971704,4.19,0,1844.26
2.067,0.97181,4.23,1,1956.58
1.999,0.972102,4.69,349,3289.73
1.824,0.972398,4.81,334,3499.32
1.173,0.972673,5.363,328,5757.33
1.241,0.973075,4.872,330,3750.75
1.064,0.973398,4.745,329,3335.45
0.713,0.973748,4.981,333,4122.96
0.532,0.974224,4.735,330,3293.18
0.977,0.974814,4.699,325,3262.3
1.464,0.975305,4.86,313,3885.24
2.321,0.975538,5.573,307,7048.62
2.952,0.97592,5.962,302,9132.8
3.403,0.976361,6.386,297,11599.6
3.378,0.977046,6.051,299,9720.26
3.459,0.977444,6.255,278,10692.2
3.938,0.977781,7.569,298,20630.1
2.51,0.978444,7.753,299,22155.8
0.678,0.979452,9.679,305,41186.4
-1.393,0.980507,9.157,309,36561.7
-2.54,0.9813,8.352,303,28302.1
-2.818,0.982049,10.077,318,46887.5
-2.644,0.982537,9.839,323,43520.2
-3.103,0.982735,8.788,320,32992.1
-3.757,0.983156,7.569,312,21380.8
-4.121,0.983897,5.99,295,9655.08
-4.339,0.984466,7.199,292,18286
-4.87,0.985052,6.739,295,14371.5
-5.184,0.985534,6.416,302,12199.1
-5.48,0.986159,5.41,299,6351.04
-5.83,0.986619,4.984,291,4530.35
-6.222,0.9871,5.032,271,4395.33
-4.469,0.987652,4.75,254,3601.47
-2.32,0.988162,3.531,242,0
-0.252,0.988367,4.757,252,3582.47
1.348,0.988377,5.725,253,8098.65
2.524,0.988116,6.783,260,13989.1
3.51,0.987941,6.467,257,11989.1
4.251,0.987709,6.77,260,13802.7
4.482,0.987595,7.317,266,17816.6
4.043,0.987468,6.917,267,14517.5
0.235,0.987354,5.763,258,8212.68
-2.366,0.987741,7.163,255,17752.3
-3.01,0.988282,7.357,252,19566.8
-3.498,0.988687,7.073,249,17199.3
-4.11,0.988984,6.436,250,12297.7
-4.443,0.989246,5.354,248,6122.18
-4.651,0.98899,4.703,246,3446.71
-4.751,0.989002,4.714,247,3490.2
-4.791,0.989088,5.257,242,5688.63
-4.758,0.989097,5.493,236,6804.99
-4.806,0.989128,6.457,235,12410.9
-4.48,0.98906,6.559,234,13043.2
-4.281,0.989008,7.86,236,23891.7
-4.574,0.989203,7.784,243,23263.1
-4.858,0.989741,6.651,273,13036.4
-2.887,0.990207,6.803,284,14711.9
-0.697,0.990675,4.806,293,3777.25
0.538,0.991185,4.261,319,2103.61
1.296,0.991306,4.276,325,2097.33
2.23,0.991371,4.525,305,2819.04
3.202,0.991179,5.459,297,6439.6
3.816,0.991069,5.729,294,8100.82
4.17,0.990876,5.936,291,9112.03
3.514,0.990873,6.789,299,14381.6
0.098,0.991062,7.904,308,23994.4
-2.736,0.991355,8.696,313,32246.8
-3.365,0.991748,8.032,314,25618.9
-4.595,0.992237,8.203,313,27463.1
-5.179,0.992747,9.49,314,40694.3
-4.861,0.993086,8.907,321,34868.3
-4.948,0.993188,8.466,323,29837.7
-4.945,0.993356,8.294,324,28088.3
-4.974,0.993578,7.854,327,23538.3
-5.41,0.993767,7.02,328,16419.3
-6.196,0.993959,6.646,327,13517.5
-6.037,0.994342,8.138,343,26675.2
-5.524,0.994935,8.943,10,35678.2
-6.174,0.995323,8.513,17,30382
-6.643,0.995772,7.563,20,21293.9
-6.229,0.996258,6.679,21,13699.1
-5.132,0.996682,5.743,19,8296.55
-3.665,0.996794,5.562,14,7324.22
-2.26,0.996523,5.546,6,7223.54
-1.103,0.996312,5.172,358,5313.28
-0.095,0.995991,4.828,355,3881.95
0.599,0.995697,4.794,354,3752.11
0.89,0.995435,4.438,356,2616.42
0.692,0.995175,4.285,359,2172.13
-1.586,0.995145,4.562,358,2995.95
-3.746,0.995053,5.379,4,6268.91
-4.293,0.995174,5.855,24,8657.79
-4.415,0.995225,6.703,39,14170.1
-4.834,0.995188,6.672,48,14020
-5.133,0.995043,5.928,49,9418.12
-5.142,0.994718,5.538,50,7179.45
-5.309,0.994559,4.97,52,4471.01
-5.531,0.994461,4.503,52,2847.38
-5.65,0.994308,3.931,53,1319.69
-6.001,0.994124,3.554,63,0
-6.004,0.993898,3.074,79,0
-5.849,0.993786,3.252,108,0
-5.862,0.993603,4.045,129,1577.43
-5.581,0.993462,5.9,130,9274.25
-3.881,0.993173,5.869,138,9076.05
-1.522,0.992755,3.795,140,1016.61
1.084,0.992069,3.686,151,720.132
3.63,0.990933,4.284,169,2153.28
5.96,0.989715,4.987,186,4383.52
7.743,0.988612,6.16,197,10313.6
8.909,0.987602,7.043,202,15586.5
9.497,0.986771,7.784,205,21293.3
9.054,0.985997,7.526,202,19467.9
4.661,0.985514,8.841,201,31833.2
1.678,0.985183,11.461,206,57204.1
0.662,0.984915,12.663,208,59701.8
-0.318,0.984616,12.677,209,59898.1
-0.48,0.984364,12.738,213,59918.3
-0.448,0.984128,12.553,221,59896.9
-0.389,0.983811,12.728,227,59864.6
-0.427,0.983543,12.321,234,59856.7
-0.37,0.98336,11.619,238,58707.6
-0.226,0.983366,10.087,246,46534.9
0.282,0.983491,9.086,260,35185.4
0.516,0.983822,9.863,268,41779.5
1.157,0.984397,7.93,277,23125.9
1.618,0.984874,8.358,306,28038.9
2.159,0.985375,8.866,347,33390.2
1.199,0.986037,7.66,14,21713
1.553,0.986516,5.467,13,6534.23
2.81,0.986798,4.491,11,2736.89
4.162,0.986754,3.976,8,1377.1
5.461,0.986512,4.291,3,2135.28
6.421,0.986332,3.968,1,1340.3
7.156,0.986102,4.222,359,1927.15
7.515,0.985956,4.239,359,1971.69
7.282,0.985914,4.414,1,2460.7
5.545,0.986049,5.069,5,4713.13
3.29,0.98633,6.942,16,15509.4
2.118,0.986671,8.842,19,32469.9
1.102,0.986801,9.451,22,38117.8
0.216,0.986879,9.427,25,37836.9
-0.727,0.986827,9.458,28,38221.5
-1.089,0.986576,9.289,29,36878.4
-1.217,0.986685,8.658,25,30240.4
-0.204,0.986869,6.934,21,15238.3
-0.142,0.98717,6.014,16,9628
-0.286,0.987506,5.709,15,8054.14
-0.528,0.987795,6.1,15,10300
-0.883,0.988199,6.334,15,11679.4
-1.246,0.988518,6.226,17,11092.2
-2.311,0.98881,6.569,14,13041.8
-2.207,0.989171,6.268,14,11484.6
-1.206,0.989404,5.999,15,9628.25
0.359,0.989304,5.877,17,8827.42
1.943,0.988853,5.51,15,6764.05
3.327,0.988521,4.914,11,4122.78
4.525,0.988175,4.927,9,4156.65
5.34,0.987849,4.737,8,3464.07
5.756,0.987529,4.372,7,2371.8
5.572,0.987228,4.926,2,4111.18
4.109,0.987186,5.548,6,7004.06
1.735,0.987288,6.413,16,11865
0.711,0.987531,8.176,20,25842.8
-0.379,0.987686,9.01,23,34172.2
-0.898,0.987645,9.126,23,35435
-1.435,0.987603,8.494,26,28668.5
-1.87,0.987362,8.063,29,24657.6
-2.041,0.987259,8.019,30,24323.5
-2.18,0.987384,7.569,30,20573.6
-1.966,0.987597,6.559,27,12431.1
-1.726,0.987628,6.046,26,9491.89
-1.812,0.987537,5.988,25,9183.48
-1.961,0.987655,5.645,24,7313.29
-2.122,0.987478,5.651,22,7429.89
-2.289,0.987413,6.047,22,9614.74
-2.412,0.987584,5.717,20,7929.21
-2.497,0.987884,5.049,17,4701.85
-2.619,0.987903,4.742,17,3524.48
-2.335,0.987468,5.291,15,5780.73
-1.61,0.987348,4.82,8,3849.23
-0.533,0.987135,4.116,3,1696.94
0.259,0.986686,4.049,6,1551.36
0.997,0.986385,3.82,1,1049.65
1.427,0.98614,4.176,358,1837.6
0.046,0.986144,5.314,358,5843.45
-2.037,0.986374,5.915,357,9188.9
-2.944,0.986743,8.329,1,28401.2
-3.052,0.986962,9.337,7,38636.1
-3.354,0.987138,9.661,15,41877.5
-3.436,0.987221,9.229,13,37705
-3.674,0.987196,9.135,13,36996
-3.953,0.987406,9.18,11,37469.5
-4.276,0.987734,9.001,10,35920.3
-4.535,0.988033,8.781,10,33439.5
-4.761,0.988209,8.539,9,30712.8
-5.144,0.988433,8.038,11,25813.9
-5.472,0.98864,7.79,13,23430.4
-5.893,0.988785,7.126,15,17745.2
-6.078,0.988989,6.9,16,15733.6
-4.722,0.98925,6.174,17,10899.5
-3.042,0.989612,5.688,15,8029.63
-1.589,0.989699,5.629,10,7702.4
-0.254,0.989527,5.078,3,4859.54
1.007,0.989261,4.864,359,3957.43
2.078,0.988983,4.677,352,3297.49
2.747,0.98872,5.048,348,4695.12
3.077,0.988516,4.961,346,4302.12
2.907,0.988434,4.939,345,4198.94
0.242,0.988528,5.745,348,8299.72
-2.604,0.988518,6.097,1,10438
-3.51,0.988692,6.853,12,15374.1
-4.007,0.988906,7.719,24,21921.8
-3.569,0.988957,7.949,33,24125.1
-3.863,0.988963,7.39,35,19634.4
-4.162,0.98881,7.491,38,20745.3
-4.225,0.988899,7.147,40,17875.1
-4.449,0.989023,6.898,45,15795.8
-4.298,0.98904,6.832,45,15217.2
-4.304,0.989009,6.779,49,14721.9
-4.787,0.989189,5.924,54,9301.74
-5.087,0.989478,4.966,58,4417.98
-5.276,0.989669,3.747,67,915.999
-5.214,0.989812,2.555,69,0
-3.149,0.989965,2.091,70,0
-0.512,0.990126,1.17,81,0
1.323,0.990023,1.146,95,0
2.869,0.989533,1.06,108,0
4.35,0.989057,1.083,113,0
5.708,0.988568,1.236,110,0
6.773,0.988076,1.264,112,0
7.364,0.987655,1.15,129,0
7.554,0.987346,0.903,132,0
5.158,0.987196,0.983,132,0
2.25,0.987137,1.665,110,0
1.369,0.987167,2.186,116,0
0.603,0.98712,2.658,121,0
0.126,0.987034,3.552,132,0
0.057,0.986795,3.838,149,1045.35
-0.113,0.986329,3.954,151,1275.38
-0.14,0.986082,4.233,160,1951.88
-0.22,0.985966,5.133,164,5039.74
-0.327,0.985906,5.83,165,8662.28
-0.229,0.98572,6.159,172,10804.1
-0.264,0.985678,5.8,175,8561.76
-0.254,0.985777,4.952,177,4304.11
0.246,0.985777,4.7,168,3390.43
2.551,0.985729,4.815,165,3743.06
2.987,0.985799,4.21,174,1930.92
3.927,0.985672,4.347,167,2312.51
4.944,0.985327,5.319,158,5549.36
5.952,0.984811,4.719,164,3347.2
7.048,0.984151,4.402,162,2390.26
8.199,0.983555,5.177,163,5033.64
8.705,0.982786,4.754,171,3467.05
8.707,0.982086,3.559,164,0
9.087,0.981434,3.413,142,0
8.993,0.980849,5.003,141,4338.8
7.519,0.980391,5.228,149,5095.66
6.961,0.980114,7.67,157,20597.4
6.957,0.979766,9.534,163,38494.1
7.159,0.979372,9.559,161,38453.6
6.553,0.97873,10.189,167,46276.2
5.745,0.978042,9.856,164,42264.4
6.389,0.977267,10.301,157,46172.7
7.028,0.976682,10.745,157,50423.5
6.543,0.976111,11.903,159,57350.5
7.717,0.975678,11.038,163,53481.8
7.426,0.975439,7.705,161,21014.8
8.851,0.974645,8.031,149,23311.5
9.863,0.97387,9.393,143,36574.8
10.2,0.973446,9.276,152,34827.9
10.825,0.972397,9.14,148,33834.9
12.226,0.971599,9.877,167,41563.4
13.615,0.971007,12.716,180,56200.1
14.834,0.970326,9.35,178,35685.4
14.604,0.969726,8.277,173,25810.1
14.851,0.969258,8.581,177,28426.6
16.151,0.968874,9.815,189,40277.8
16.939,0.968291,8.763,193,30043.5
16.846,0.967746,7.997,194,22874.3
15.508,0.967243,6.865,181,14125.4
14.78,0.967172,7.196,222,16748.4
13.132,0.967235,5.439,282,5878.69
12.175,0.96757,8.633,291,29118.5
8.867,0.968949,11.161,306,53913.2
6.477,0.970034,9.606,313,39277.9
4.171,0.970968,10.555,314,50001.1
2.65,0.971969,10.577,318,50564.1
1.502,0.972974,9.734,318,41551.9
-1.175,0.974297,10.223,320,47617.5
-3.301,0.975289,10.416,328,49059
-4.241,0.976297,10.136,331,45937.3
-4.79,0.977422,9.342,334,37479.3
-5.377,0.9783,9.447,334,38496
-5.69,0.979235,9.108,338,35748.6
-5.476,0.980099,9.361,342,38444.6
-4.771,0.980756,8.445,342,29062
-3.883,0.981251,9.156,345,36872.8
-2.864,0.981255,9.356,345,38365.8
-1.75,0.981376,9.567,346,40456.7
-0.74,0.981506,9.269,348,37485.4
0.006,0.981529,9.343,349,38061
0.311,0.981483,9.628,350,41010.7
0.152,0.98163,9.377,354,38367.3
-0.815,0.981836,9.388,356,38583.4
-2.203,0.982176,9.303,354,38015.7
-2.903,0.982537,9.009,356,35590.6
-3.397,0.983006,7.694,3,22363.5
-3.877,0.983251,8.053,4,25678.2
-4.314,0.983302,8.498,6,30079.3
-4.701,0.983135,8.385,9,29076.4
-4.992,0.983206,8.12,9,26508.2
-5.317,0.983586,7.54,10,21349.3
-5.615,0.983927,7.689,9,22575.8
-5.888,0.984086,7.501,7,21082.8
-6.14,0.984284,7.495,8,21065.5
-6.271,0.98455,6.908,7,15972.1
-6.376,0.98481,6.722,6,14382.3
-6.401,0.985223,6.38,4,12142.3
-5.956,0.985585,6.846,5,15417.5
-5.089,0.985709,6.556,9,13129.2
-3.915,0.985707,5.825,8,8815.77
-2.661,0.985435,5.453,2,6535.09
-1.468,0.985189,5.699,356,8069.77
-0.444,0.98497,5.609,354,7496.66
0.276,0.98472,5.905,348,9061.99
0.595,0.984563,6.402,348,11928.2
0.406,0.984423,6.51,349,12520.3
-0.955,0.984562,6.488,348,12427.4
-3.118,0.984893,6.963,348,16246.4
-2.561,0.985241,7.751,357,22806.6
-3.592,0.985551,8.501,359,30044.1
-4.595,0.985867,9.354,360,38909.5
-5.119,0.985973,9.389,1,39345.7
-5.642,0.985994,8.577,0,31072.3
-6.104,0.986153,8.203,0,27467.7
-6.539,0.986472,7.601,0,21952.8
-6.9,0.986689,7.377,0,20093.4
-7.226,0.986802,7.15,359,18135.7
-7.514,0.986908,7.173,359,18358.8
-7.888,0.987122,6.783,357,14980.5
-8.289,0.987268,5.809,356,8873.32
-8.669,0.98743,5.366,350,6302.41
-8.445,0.987655,5.408,358,6455.35
-7.483,0.987699,4.355,351,2444.99
-6.097,0.987585,3.818,337,1021.82
-4.647,0.987189,3.642,328,557.042
-3.281,0.986743,3.216,318,0
-2.079,0.986239,3.054,305,0
-1.14,0.985668,2.951,292,0
-0.53,0.985138,2.814,280,0
-0.591,0.9846,3.759,252,923.389
-2.061,0.984122,3.557,254,0
-4.819,0.983687,2.237,265,0
-5.285,0.983488,1.746,228,0
-5.512,0.983096,2.467,188,0
-5.828,0.982599,4.229,182,2034.66
-5.968,0.982202,5.406,205,6052.68
-4.664,0.981515,6.516,214,12457.4
-2.859,0.981223,6.237,212,10895.1
-2.427,0.981111,6.433,212,11863.4
-2.171,0.980791,6.388,201,11655.6
-1.928,0.980367,6.679,200,13336.3
-2.722,0.979629,7.759,197,22462.7
-3.672,0.979337,8.678,199,31065.1
-3.785,0.978671,9.421,199,38529.3
-3.304,0.978278,9.084,206,34783.4
-1.709,0.977772,8.173,211,25576
0.466,0.977361,7.763,214,22008.4
2.282,0.976676,8.234,214,26079.3
3.886,0.975787,7.734,217,21702.3
5.46,0.975232,8.274,229,26653.1
6.4,0.974964,8.596,243,29491.1
6.035,0.975114,8.508,256,28471.1
6.026,0.975371,8.847,264,31019
5.535,0.975728,8.134,270,24060.4
3.26,0.976647,9.512,287,38892
